Insured_Period,Building Dimension,Building_Type,Customer Id,Building_Painted,Building_Fenced,Garden,NumberOfWindows,Geo_Code,Settlement,Claim
0.99726776,4000.0,1,H13749,N,V,V,   .,16015,U,1
1.0,820.0,1,H14144,V,N,O,5,16015,R,0
1.0,1400.0,1,H15152,V,N,O,5,16015,R,1
1.0,3904.0,1,H15810,V,N,O,4,16015,R,1
1.0,2721.0,1,H17972,V,N,O,4,16015,R,1
1.0,2721.0,1,H17973,V,N,O,4,16015,R,0
1.0,550.0,1,H18483,V,N,O,3,16015,R,0
0.98630137,550.0,1,H18484,V,N,O,3,16015,R,0
1.0,3744.0,1,H18514,V,N,O,6,16015,R,0
1.0,3744.0,1,H18515,V,N,O,6,16015,R,0
1.0,2500.0,1,H18625,V,N,O,4,16015,R,0
1.0,2500.0,1,H18626,V,N,O,4,16015,R,0
0.838356164,2157.0,1,H19160,V,N,O,5,16015,R,1
1.0,2157.0,1,H19161,V,N,O,5,16015,R,0
1.0,2800.0,1,H2500,V,V,V,   .,16015,U,0
0.665753425,450.0,1,H505,V,V,V,   .,16015,U,0
1.0,3100.0,1,H12657,N,V,V,   .,16102,U,1
1.0,1300.0,1,H18964,V,N,O,3,16102,R,0
1.0,1517.0,1,H3941,V,N,O,5,16102,R,0
1.0,1003.0,1,H3942,V,V,V,   .,16102,U,0
1.0,1003.0,1,H516,N,V,V,   .,16102,U,0
1.0,1348.0,1,H15274,V,N,O,2,16292,R,0
0.893150685,4255.0,1,H13404,V,N,O,2,16374,R,1
1.0,2315.0,1,H18633,V,N,O,5,16374,R,0
1.0,2315.0,1,H18634,V,N,O,5,16374,R,0
1.0,1546.0,1,H15217,V,N,O,2,17028,R,0
0.082191781,2316.0,1,H6493,V,N,O,2,17028,R,0
1.0,600.0,1,H13390,N,V,V,   .,17094,U,0
1.0,2145.0,1,H17081,V,N,O,2,17218,R,0
1.0,2000.0,1,H15289,V,N,O,4,17274,R,0
0.0,12.0,1,H5414,N,V,V,   .,17274,U,0
1.0,4388.0,1,H17711,V,N,O,6,17291,R,0
1.0,550.0,1,H5483,V,N,O,1,17297,R,0
1.0,448.0,1,H18274,V,N,O,3,17299,R,0
1.0,2367.0,1,H18384,V,N,O,3,17299,R,0
0.50273224,720.0,1,H18566,V,N,O,3,17299,R,0
0.25136612,980.0,1,H19951,V,N,O,4,17299,R,0
1.0,2408.0,1,H12889,N,V,V,   .,17300,U,0
1.0,350.0,1,H13072,N,V,V,   .,17300,U,0
1.0,8950.0,1,H13792,N,V,V,   .,17300,U,0
1.0,2360.0,1,H17144,V,N,O,3,17300,R,0
1.0,10200.0,1,H17889,V,N,O,4,17300,R,1
0.612021858,3550.0,1,H18510,V,N,O,4,17300,R,0
0.50273224,1584.0,1,H18671,V,N,O,3,17300,R,0
1.0,1584.0,1,H18672,V,N,O,3,17300,R,0
0.99726776,3720.0,1,H18698,V,N,O,4,17300,R,0
1.0,536.0,1,H3551,N,V,V,   .,17300,U,0
1.0,270.0,1,H4007,V,V,V,   .,17300,U,0
0.0,400.0,1,H4408,V,V,V,   .,17300,U,0
1.0,1200.0,1,H4767,N,V,V,   .,17300,U,1
1.0,510.0,1,H6360,V,V,V,   .,17300,U,0
1.0,3900.0,1,H6587,N,V,V,   .,17300,U,1
1.0,460.0,1,H6930,N,V,V,   .,17300,U,0
1.0,390.0,1,H13128,N,V,V,   .,17306,U,1
1.0,3300.0,1,H13129,N,V,V,   .,17306,U,0
1.0,520.0,1,H15660,V,N,O,4,17306,R,1
0.99726776,520.0,1,H15661,V,N,O,4,17306,R,0
1.0,1215.0,1,H18744,V,N,O,3,17306,R,0
1.0,1941.0,1,H6252,V,N,O,4,17306,R,1
1.0,1850.0,1,H4899,V,N,O,2,17380,R,0
1.0,366.0,1,H14165,N,V,V,   .,17411,U,0
0.747945205,5500.0,1,H13145,N,V,V,   .,17461,U,1
1.0,287.0,1,H6872,N,V,V,   .,18033,U,0
1.0,2750.0,1,H1265,V,N,O,5,19031,R,0
1.0,300.0,1,H1272,V,N,O,3,19031,R,0
1.0,1420.0,1,H14599,N,V,V,   .,19031,U,0
1.0,975.0,1,H15146,V,N,O,4,19031,R,0
1.0,1365.0,1,H15478,V,N,O,4,19031,R,0
1.0,1365.0,1,H15479,V,N,O,4,19031,R,0
0.99726776,999.0,1,H15738,V,N,O,4,19031,R,0
1.0,276.0,1,H16058,V,N,O,3,19031,R,0
0.832876712,480.0,1,H19338,V,N,O,4,19031,R,0
0.418032787,2410.0,1,H19930,V,N,O,6,19031,R,0
0.25136612,750.0,1,H19934,V,N,O,3,19031,R,0
0.237704918,1000.0,1,H19960,V,N,O,4,19031,R,0
1.0,808.0,1,H2537,V,V,V,   .,19031,U,0
1.0,2410.0,1,H4661,N,V,V,   .,19031,U,0
1.0,800.0,1,H485,V,V,V,   .,19031,U,0
1.0,800.0,1,H486,V,V,V,   .,19031,U,0
0.99726776,1200.0,1,H5266,N,V,V,   .,19031,U,0
1.0,880.0,1,H5303,N,V,V,   .,19031,U,0
1.0,880.0,1,H5304,N,V,V,   .,19031,U,0
1.0,4365.0,1,H5391,V,V,V,   .,19031,U,0
1.0,5007.0,1,H5393,N,V,V,   .,19031,U,0
1.0,585.0,1,H5429,N,V,V,   .,19031,U,0
1.0,450.0,1,H6257,N,V,V,   .,19031,U,0
1.0,450.0,1,H6716,N,V,V,   .,19031,U,0
1.0,660.0,1,H18102,V,N,O,3,19123,R,0
1.0,660.0,1,H18103,V,N,O,3,19123,R,1
0.803278689,400.0,1,H18264,V,N,O,4,19272,R,0
1.0,700.0,1,H1286,V,V,V,   .,21054,U,0
1.0,210.0,1,H1293,V,V,V,   .,21054,U,0
1.0,2360.0,1,H14392,N,V,V,   .,21054,U,0
1.0,2360.0,1,H14393,N,V,V,   .,21054,U,0
1.0,2115.0,1,H14695,N,V,V,   .,21054,U,0
1.0,1567.0,1,H15408,V,N,O,3,21054,R,0
1.0,600.0,1,H15953,V,N,O,3,21054,R,0
0.24863388,1650.0,1,H19927,V,N,O,3,21054,R,0
0.415300546,400.0,1,H19939,V,N,O,4,21054,R,0
1.0,750.0,1,H4611,N,V,V,   .,21054,U,0
1.0,1250.0,1,H495,V,V,V,   .,21054,U,0
1.0,880.0,1,H496,V,N,O,4,21054,R,1
1.0,2610.0,1,H5071,V,V,V,   .,21054,U,0
0.99726776,1080.0,1,H5072,V,V,V,   .,21054,U,0
1.0,1200.0,1,H5246,N,V,V,   .,21054,U,0
1.0,50.0,1,H5251,N,V,V,   .,21054,U,0
1.0,1427.0,1,H5336,V,N,O,3,21054,R,0
1.0,1835.0,1,H7140,N,V,V,   .,21054,U,0
1.0,1700.0,1,H7141,V,N,O,5,21054,R,0
0.0,2820.0,1,H18726,V,N,O,5,21166,R,0
1.0,2041.0,1,H1892,V,V,V,   .,21171,U,0
1.0,2041.0,1,H1893,V,V,V,   .,21171,U,0
0.147540984,200.0,1,H19972,V,N,O,2,21209,R,0
1.0,600.0,2,H12625,N,V,V,   .,21231,U,0
0.41369863,600.0,2,H12626,N,V,V,   .,21231,U,0
1.0,300.0,2,H1311,V,V,V,   .,21231,U,0
1.0,430.0,2,H13126,N,V,V,   .,21231,U,0
1.0,2907.0,2,H13498,N,V,V,   .,21231,U,0
0.99726776,760.0,2,H1398,V,V,V,   .,21231,U,0
1.0,460.0,2,H1399,V,V,V,   .,21231,U,0
0.99726776,855.0,2,H1400,V,N,O,4,21231,R,0
1.0,400.0,2,H1401,V,V,V,   .,21231,U,0
0.997260274,1273.0,2,H1422,V,N,O,7,21231,R,1
1.0,1273.0,2,H1423,V,N,O,7,21231,R,0
0.915068493,878.0,2,H1425,V,N,O,3,21231,R,0
0.0,153.0,2,H1427,V,V,V,   .,21231,U,0
0.038251366,912.0,2,H1428,V,V,V,   .,21231,U,0
1.0,659.0,2,H1433,V,V,V,   .,21231,U,1
1.0,324.0,2,H1435,V,V,V,   .,21231,U,0
1.0,300.0,2,H1436,V,V,V,   .,21231,U,0
1.0,508.0,2,H1438,V,V,V,   .,21231,U,0
1.0,788.0,2,H1439,V,V,V,   .,21231,U,0
0.41369863,330.0,2,H1446,N,V,V,   .,21231,U,0
0.994535519,828.0,2,H1447,V,N,O,3,21231,R,0
1.0,165.0,2,H1458,N,V,V,   .,21231,U,0
1.0,1022.0,2,H1463,V,V,V,   .,21231,U,0
1.0,1025.0,2,H1465,V,N,O,3,21231,R,0
1.0,3403.0,2,H1466,V,V,V,   .,21231,U,1
0.836065574,762.0,2,H1470,V,V,V,   .,21231,U,0
1.0,4200.0,2,H1471,N,V,V,   .,21231,U,0
1.0,435.0,2,H1473,V,V,V,   .,21231,U,0
0.99726776,446.0,2,H14745,N,V,V,   .,21231,U,0
1.0,1486.0,2,H1491,V,V,V,   .,21231,U,0
1.0,938.0,2,H1510,V,V,V,   .,21231,U,0
1.0,900.0,2,H1511,V,N,O,4,21231,R,0
1.0,900.0,2,H1512,V,N,O,4,21231,R,0
0.99726776,900.0,2,H1513,V,N,O,4,21231,R,0
1.0,881.0,2,H1520,N,V,V,   .,21231,U,0
1.0,5910.0,2,H1586,V,V,V,   .,21231,U,0
0.99726776,1380.0,2,H1617,N,V,V,   .,21231,U,0
1.0,550.0,2,H16985,V,N,O,3,21231,R,0
0.915300546,400.0,2,H18211,V,N,O,3,21231,R,0
1.0,524.0,2,H1928,V,V,V,   .,21231,U,0
1.0,524.0,2,H1929,V,V,V,   .,21231,U,0
1.0,920.0,2,H1947,N,V,V,   .,21231,U,0
1.0,810.0,2,H1948,V,V,V,   .,21231,U,0
1.0,810.0,2,H1949,V,V,V,   .,21231,U,0
0.75136612,4230.0,2,H19862,V,N,O,8,21231,R,0
1.0,300.0,2,H2280,V,V,V,   .,21231,U,1
1.0,452.0,2,H2381,V,N,O,4,21231,R,0
1.0,2775.0,2,H2751,V,V,V,   .,21231,U,0
0.167123288,5000.0,2,H293,V,V,V,   .,21231,U,0
1.0,585.0,2,H343,V,V,V,   .,21231,U,0
1.0,585.0,2,H344,V,V,V,   .,21231,U,0
1.0,870.0,2,H345,V,V,V,   .,21231,U,0
0.997260274,870.0,2,H346,V,V,V,   .,21231,U,0
1.0,500.0,2,H3565,N,V,V,   .,21231,U,0
1.0,1300.0,2,H3787,V,V,V,   .,21231,U,0
1.0,1300.0,2,H3788,V,V,V,   .,21231,U,0
1.0,2400.0,2,H3789,V,V,V,   .,21231,U,0
1.0,1200.0,2,H3952,V,V,V,   .,21231,U,0
0.246575342,2115.0,2,H4197,V,V,V,   .,21231,U,0
1.0,5050.0,2,H4435,V,V,V,   .,21231,U,1
1.0,600.0,2,H4572,V,V,V,   .,21231,U,0
1.0,2115.0,2,H4744,V,V,V,   .,21231,U,0
0.912568306,173.0,2,H4806,N,V,V,   .,21231,U,0
1.0,799.0,2,H4833,V,V,V,   .,21231,U,1
0.128767123,799.0,2,H4834,V,V,V,   .,21231,U,0
0.128767123,480.0,2,H4846,V,V,V,   .,21231,U,0
1.0,2115.0,2,H4944,V,V,V,   .,21231,U,1
1.0,591.0,2,H502,V,V,V,   .,21231,U,0
1.0,591.0,2,H503,V,V,V,   .,21231,U,0
0.99726776,591.0,2,H504,V,V,V,   .,21231,U,0
1.0,841.0,2,H508,V,V,V,   .,21231,U,1
1.0,480.0,2,H5103,N,V,V,   .,21231,U,0
1.0,1557.0,2,H5491,V,V,V,   .,21231,U,1
1.0,1038.0,2,H5958,V,V,V,   .,21231,U,1
0.871232877,2166.0,2,H6080,N,V,V,   .,21231,U,1
1.0,251.0,2,H7009,V,V,V,   .,21231,U,0
1.0,1.0,1,H14016,N,V,V,   .,21278,U,0
1.0,8796.0,1,H5755,V,V,V,   .,21278,U,1
1.0,3600.0,1,H5818,V,V,V,   .,21278,U,0
0.745205479,3600.0,1,H5819,V,V,V,   .,21278,U,1
0.99726776,1760.0,1,H15025,V,N,O,5,21292,R,0
0.769863014,2809.0,1,H19439,V,N,O,3,21295,R,0
1.0,433.0,1,H17695,V,N,O,2,21405,R,0
0.330601093,200.0,1,H14245,N,V,V,   .,21485,U,0
1.0,2041.0,1,H1891,V,V,V,   .,21515,U,0
1.0,2041.0,1,H1895,V,V,V,   .,21515,U,1
0.494535519,2041.0,1,H1897,V,V,V,   .,21515,U,0
1.0,162.0,1,H1440,V,V,V,   .,21540,U,0
1.0,720.0,1,H6308,N,V,V,   .,21575,U,0
1.0,720.0,1,H6309,N,V,V,   .,21575,U,0
1.0,1765.0,1,H1476,V,N,O,4,21617,R,0
1.0,4600.0,1,H7369,V,V,V,   .,21617,U,1
0.997260274,4600.0,1,H7372,V,V,V,   .,21617,U,0
0.073972603,120.0,1,H13801,N,V,V,   .,22050,U,0
0.161643836,2700.0,1,H17028,V,N,O,4,22050,R,0
1.0,11037.0,1,H2954,V,V,V,   .,22054,U,1
1.0,1493.0,1,H3989,V,V,V,   .,22054,U,0
1.0,1493.0,1,H3990,V,V,V,   .,22054,U,0
1.0,900.0,1,H5131,V,V,V,   .,22054,U,1
1.0,1865.0,1,H16452,V,N,O,5,22094,R,0
1.0,855.0,1,H14669,N,V,V,   .,22113,U,0
1.0,1874.0,1,H19723,V,N,O,5,22186,R,0
1.0,1750.0,1,H12767,N,V,V,   .,22215,U,0
1.0,4000.0,1,H17879,V,N,O,4,22282,R,0
1.0,4000.0,1,H17880,V,N,O,4,22282,R,1
1.0,3600.0,1,H2317,V,N,O,7,22282,R,0
1.0,510.0,1,H4459,V,N,O,2,22282,R,0
1.0,510.0,1,H4460,V,N,O,2,22282,R,1
1.0,4300.0,1,H6379,N,V,V,   .,22282,U,1
1.0,1900.0,1,H3501,V,N,O,3,22379,R,0
1.0,563.0,1,H410,V,N,O,4,23096,R,0
1.0,600.0,2,H15173,N,V,V,   .,24037,U,0
1.0,410.0,2,H17770,V,N,O,2,24037,R,0
1.0,800.0,2,H2038,V,V,V,   .,24037,U,1
1.0,620.0,2,H15576,V,N,O,3,24322,R,0
0.99726776,360.0,2,H18916,V,N,O,4,24322,R,1
1.0,600.0,2,H4367,V,V,V,   .,25056,U,0
1.0,4800.0,2,H7046,V,V,V,   .,25056,U,0
1.0,10.0,2,H12818,N,V,V,   .,25147,U,0
1.0,10.0,2,H12819,N,V,V,   .,25147,U,0
1.0,2000.0,2,H4149,V,V,V,   .,25197,U,0
1.0,727.0,2,H17146,V,N,O,3,25237,R,0
0.99726776,5561.0,2,H13017,N,V,V,   .,25356,U,0
1.0,1200.0,2,H1355,V,N,O,4,25356,R,0
1.0,1156.0,2,H3775,N,V,V,   .,25356,U,1
1.0,528.0,2,H3078,V,V,V,   .,25367,U,0
1.0,437.0,2,H2390,V,V,V,   .,25388,U,0
1.0,2150.0,2,H4293,N,V,V,   .,25388,U,0
1.0,1000.0,2,H6325,V,N,O,3,25388,R,0
1.0,1054.0,2,H14957,N,V,V,   .,25462,U,0
0.99726776,3031.0,2,H19814,V,N,O,4,25462,R,1
1.0,17800.0,2,H14255,N,V,V,   .,25580,U,0
1.0,1833.0,2,H13634,N,V,V,   .,26057,U,0
1.0,1347.0,2,H15460,V,N,O,2,26058,R,0
1.0,1350.0,2,H2111,V,N,O,4,26058,R,0
1.0,1350.0,2,H2112,V,N,O,4,26058,R,0
1.0,1300.0,2,H23,V,N,O,5,26058,R,0
1.0,590.0,2,H2723,V,V,V,   .,26058,U,0
1.0,420.0,2,H42,V,V,V,   .,26058,U,0
1.0,2321.0,2,H4230,N,V,V,   .,26058,U,0
1.0,528.0,2,H5752,V,N,O,3,26058,R,0
1.0,4126.0,2,H16241,V,N,O,5,26064,R,1
1.0,400.0,2,H17944,V,N,O,3,26064,R,0
1.0,9609.0,2,H5744,V,V,V,   .,26108,U,0
1.0,1700.0,2,H5440,N,V,V,   .,26114,U,0
0.99726776,600.0,2,H18,V,V,V,   .,26166,U,1
1.0,4431.0,2,H12806,N,V,V,   .,26198,U,1
1.0,3200.0,2,H13087,N,V,V,   .,26198,U,0
0.915300546,288.0,2,H15251,V,N,O,2,26198,R,0
1.0,288.0,2,H15252,V,N,O,2,26198,R,0
1.0,300.0,2,H17977,V,N,O,3,26198,R,0
0.493150685,7900.0,2,H2301,V,V,V,   .,26198,U,0
1.0,2100.0,2,H2650,V,V,V,   .,26198,U,0
1.0,454.0,2,H6904,V,V,V,   .,26243,U,0
1.0,978.0,2,H14373,N,V,V,   .,26281,U,0
1.0,978.0,2,H14374,N,V,V,   .,26281,U,0
0.99726776,3390.0,2,H3716,V,N,O,6,26281,R,0
0.076712329,1090.0,2,H5323,N,V,V,   .,26281,U,0
0.0,2310.0,2,H2850,V,V,V,   .,26347,U,0
1.0,950.0,2,H3949,V,V,V,   .,26347,U,0
1.0,1125.0,2,H13289,N,V,V,   .,26362,U,1
1.0,320.0,2,H14283,V,N,O,4,26362,R,0
1.0,592.0,2,H15047,N,V,V,   .,26362,U,0
1.0,3550.0,2,H16057,V,N,O,8,26362,R,0
0.99726776,3280.0,2,H17981,V,N,O,7,26362,R,0
1.0,470.0,2,H17995,V,N,O,4,26362,R,0
0.084699454,550.0,2,H198,V,V,V,   .,26362,U,0
1.0,11958.0,2,H2129,V,N,O,4,26362,R,0
1.0,11958.0,2,H2130,V,N,O,4,26362,R,1
1.0,714.0,2,H2221,V,N,O,4,26362,R,0
1.0,714.0,2,H2222,V,N,O,4,26362,R,1
0.99726776,1087.0,2,H2364,V,V,V,   .,26362,U,0
0.0,300.0,2,H2912,V,V,V,   .,26362,U,0
1.0,3612.0,2,H3100,V,N,O,9,26362,R,0
1.0,1800.0,2,H3530,V,V,V,   .,26362,U,0
1.0,1800.0,2,H3531,V,V,V,   .,26362,U,1
1.0,2738.0,2,H3688,V,V,V,   .,26362,U,0
0.15890411,2738.0,2,H3689,V,V,V,   .,26362,U,0
0.142465753,7200.0,2,H3927,V,V,V,   .,26362,U,0
1.0,1050.0,2,H4398,V,N,O,3,26362,R,0
0.967213115,1050.0,2,H4399,V,N,O,3,26362,R,0
1.0,5300.0,2,H4792,V,N,O,5,26362,R,0
1.0,1428.0,2,H4799,V,V,V,   .,26362,U,1
1.0,1428.0,2,H4800,V,V,V,   .,26362,U,0
1.0,194.0,2,H5611,V,V,V,   .,26362,U,0
0.0,755.0,2,H5736,V,V,V,   .,26362,U,0
1.0,720.0,2,H5801,V,V,V,   .,26362,U,0
1.0,720.0,2,H5802,V,V,V,   .,26362,U,0
1.0,450.0,2,H5806,V,V,V,   .,26362,U,0
1.0,4901.0,2,H5822,V,V,V,   .,26362,U,1
0.99726776,446.0,2,H5963,V,V,V,   .,26362,U,0
1.0,436.0,2,H6331,V,N,O,4,26362,R,1
1.0,436.0,2,H6332,V,N,O,4,26362,R,0
1.0,3461.0,2,H6420,V,V,V,   .,26362,U,1
0.74863388,2911.0,2,H6830,N,V,V,   .,26362,U,0
1.0,1800.0,2,H6929,N,V,V,   .,26362,U,0
1.0,2528.0,2,H7256,V,V,V,   .,26362,U,0
1.0,2886.0,2,H7299,N,V,V,   .,26362,U,0
0.418032787,1020.0,1,H18647,V,N,O,4,27056,R,1
1.0,1020.0,1,H18648,V,N,O,4,27056,R,0
0.99726776,1020.0,1,H18649,V,N,O,4,27056,R,0
1.0,3737.0,1,H15697,V,N,O,2,27229,R,0
0.246575342,4650.0,1,H17130,V,N,O,5,27229,R,0
0.495890411,1363.0,1,H17405,V,N,O,5,27229,R,0
1.0,2644.0,1,H17406,V,N,O,4,27229,R,1
1.0,1730.0,1,H17680,V,N,O,3,27229,R,0
0.747945205,1730.0,1,H17681,V,N,O,3,27229,R,0
1.0,3786.0,1,H17682,V,N,O,3,27229,R,0
1.0,499.0,1,H17683,V,N,O,2,27229,R,0
1.0,468.0,1,H17687,V,N,O,1,27229,R,0
0.747945205,6920.0,1,H17690,V,N,O,4,27229,R,0
1.0,5555.0,1,H18022,V,N,O,4,27229,R,0
0.99726776,5555.0,1,H18023,V,N,O,4,27229,R,0
1.0,2292.0,1,H18024,V,N,O,5,27229,R,0
1.0,1536.0,1,H18026,V,N,O,4,27229,R,1
0.235616438,1536.0,1,H18027,V,N,O,4,27229,R,1
1.0,5350.0,1,H18036,V,N,O,5,27229,R,1
0.235616438,5350.0,1,H18037,V,N,O,5,27229,R,0
1.0,2145.0,1,H18209,V,N,O,5,27229,R,0
0.246575342,2145.0,1,H18210,V,N,O,5,27229,R,0
1.0,8140.0,1,H18937,V,N,O,5,27229,R,1
1.0,1490.0,1,H17039,V,N,O,3,27299,R,1
1.0,665.0,1,H14531,N,V,V,   .,27355,U,1
1.0,3788.0,1,H17726,V,N,O,5,27643,R,0
1.0,270.0,1,H5588,V,N,O,3,28085,R,0
0.495890411,1500.0,1,H2229,V,V,V,   .,28088,U,0
1.0,2889.0,1,H5927,V,N,O,5,28088,R,1
1.0,700.0,1,H16777,V,N,O,3,28134,R,0
1.0,388.0,1,H12683,N,V,V,   .,28140,U,0
1.0,2470.0,1,H12844,V,N,O,5,28140,R,0
1.0,978.0,1,H16436,V,N,O,2,28173,R,0
1.0,4477.0,1,H12803,N,V,V,   .,28218,U,1
1.0,462.0,2,H13740,N,V,V,   .,29019,U,1
0.915068493,550.0,2,H14944,N,V,V,   .,29019,U,0
0.99726776,500.0,2,H1914,V,N,O,4,29019,R,0
0.330601093,990.0,2,H2016,V,V,V,   .,29019,U,0
1.0,850.0,2,H2090,N,V,V,   .,29019,U,0
1.0,400.0,2,H2243,V,V,V,   .,29019,U,0
1.0,490.0,2,H2791,V,V,V,   .,29019,U,0
1.0,340.0,2,H6049,N,V,V,   .,29019,U,0
1.0,340.0,2,H6050,N,V,V,   .,29019,U,0
1.0,5885.0,2,H2421,V,N,O,6,29039,R,1
1.0,5885.0,2,H2422,V,N,O,6,29039,R,0
1.0,1380.0,2,H5001,V,V,V,   .,29046,U,1
1.0,2320.0,2,H4989,V,N,O,5,29058,R,1
1.0,1020.0,2,H4991,V,V,V,   .,29085,U,0
0.832876712,500.0,2,H15913,V,N,O,3,29103,R,0
1.0,770.0,2,H14593,N,V,V,   .,29105,U,0
1.0,4228.0,2,H4877,V,N,O,4,29105,R,1
0.99726776,4228.0,2,H4878,V,N,O,4,29105,R,0
0.720547945,400.0,2,H2752,V,V,V,   .,29124,U,0
0.99726776,1650.0,2,H13193,N,V,V,   .,29151,U,0
0.99726776,1620.0,2,H13197,N,V,V,   .,29151,U,0
1.0,600.0,2,H13542,N,V,V,   .,29151,U,0
1.0,3380.0,2,H13883,N,V,V,   .,29151,U,0
1.0,5018.0,2,H13979,N,V,V,   .,29151,U,1
1.0,4800.0,2,H4970,V,N,O,5,29151,R,1
1.0,3080.0,2,H5195,V,V,V,   .,29151,U,1
1.0,1390.0,2,H2447,V,V,V,   .,29185,U,0
0.0,1340.0,2,H2483,V,V,V,   .,29232,U,0
0.0,1340.0,2,H2484,V,V,V,   .,29232,U,0
1.0,2540.0,2,H3079,V,N,O,3,29232,R,0
1.0,3550.0,2,H3571,V,N,O,6,29232,R,0
1.0,1165.0,2,H4984,V,V,V,   .,29232,U,0
1.0,1040.0,2,H4985,V,V,V,   .,29232,U,0
1.0,1359.0,2,H4987,V,V,V,   .,29232,U,1
0.99726776,1359.0,2,H4988,V,V,V,   .,29232,U,0
1.0,1693.0,2,H4992,V,V,V,   .,29232,U,1
0.123287671,1372.0,2,H4993,V,V,V,   .,29232,U,0
1.0,315.0,2,H4995,V,V,V,   .,29232,U,0
1.0,1370.0,2,H4997,V,V,V,   .,29232,U,0
1.0,1370.0,2,H4998,V,V,V,   .,29232,U,0
1.0,2349.0,2,H5000,V,V,V,   .,29232,U,0
1.0,1508.0,2,H5003,V,V,V,   .,29232,U,0
1.0,1508.0,2,H5004,V,V,V,   .,29232,U,0
1.0,1200.0,2,H5007,V,V,V,   .,29232,U,0
1.0,960.0,2,H5008,V,V,V,   .,29232,U,0
1.0,6959.0,2,H5010,V,V,V,   .,29232,U,0
1.0,6959.0,2,H5011,V,V,V,   .,29232,U,1
1.0,4601.0,2,H5012,V,V,V,   .,29232,U,0
1.0,4601.0,2,H5013,V,V,V,   .,29232,U,0
1.0,1232.0,2,H5015,V,V,V,   .,29232,U,1
1.0,909.0,2,H5017,V,V,V,   .,29232,U,0
0.99726776,909.0,2,H5018,V,V,V,   .,29232,U,0
1.0,4599.0,2,H5019,V,V,V,   .,29232,U,0
0.539726027,867.0,2,H2563,V,V,V,   .,29233,U,0
1.0,2100.0,2,H4035,N,V,V,   .,29233,U,0
1.0,1712.0,2,H17506,V,N,O,4,29239,R,0
1.0,1990.0,2,H12925,V,N,O,3,29259,R,0
1.0,600.0,2,H2818,V,V,V,   .,29259,U,0
1.0,1550.0,2,H5951,V,V,V,   .,30003,U,0
1.0,1365.0,2,H2322,V,N,O,3,30007,R,0
0.99726776,730.0,2,H3153,V,N,O,5,30007,R,0
0.665753425,440.0,2,H3545,N,V,V,   .,30007,U,0
1.0,390.0,2,H4501,N,V,V,   .,30007,U,0
1.0,390.0,2,H4502,N,V,V,   .,30007,U,0
1.0,1800.0,2,H14284,N,V,V,   .,30011,U,0
1.0,1600.0,2,H14236,N,V,V,   .,30028,U,0
1.0,300.0,2,H13629,N,V,V,   .,30032,U,0
1.0,963.0,2,H3583,V,N,O,2,30062,R,0
1.0,988.0,2,H7243,V,N,O,2,30075,R,0
1.0,4900.0,2,H7007,V,V,V,   .,30125,U,0
0.99726776,4900.0,2,H7008,V,V,V,   .,30125,U,0
1.0,1100.0,2,H14026,N,V,V,   .,30131,U,0
1.0,1700.0,2,H13728,V,N,O,3,30133,R,0
1.0,20940.0,2,H14282,V,N,O,4,30133,R,1
1.0,3000.0,2,H15598,V,N,O,4,30133,R,0
1.0,7750.0,2,H17565,V,N,O,4,30133,R,1
1.0,7750.0,2,H17566,V,N,O,4,30133,R,1
1.0,8015.0,2,H18084,V,N,O,3,30133,R,1
1.0,8015.0,2,H18085,V,N,O,3,30133,R,1
1.0,6180.0,2,H18438,V,N,O,4,30133,R,0
1.0,745.0,2,H18441,V,N,O,2,30133,R,0
1.0,2600.0,2,H18661,V,N,O,4,30133,R,0
1.0,925.0,2,H18715,V,N,O,2,30133,R,0
0.418032787,340.0,2,H18716,V,N,O,3,30133,R,0
0.25136612,2451.0,2,H18864,V,N,O,4,30133,R,0
0.99726776,2451.0,2,H18865,V,N,O,4,30133,R,0
1.0,600.0,2,H19103,V,N,O,2,30133,R,0
1.0,872.0,2,H19137,V,N,O,2,30133,R,0
0.838356164,970.0,2,H19181,V,N,O,4,30133,R,0
0.131506849,2800.0,2,H19334,V,N,O,4,30133,R,0
1.0,1000.0,2,H19493,V,N,O,3,30133,R,1
0.0,11925.0,2,H19565,V,N,O,4,30133,R,0
0.890410959,266.0,2,H19659,V,N,O,2,30133,R,0
0.99726776,1600.0,2,H19774,V,N,O,2,30133,R,0
1.0,3000.0,2,H2671,V,N,O,3,30133,R,1
0.967213115,400.0,2,H2759,V,N,O,3,30133,R,0
1.0,140.0,2,H3263,V,V,V,   .,30133,U,0
1.0,140.0,2,H3264,V,V,V,   .,30133,U,0
1.0,6000.0,2,H3416,V,V,V,   .,30133,U,1
1.0,10954.0,2,H4674,V,N,O,4,30133,R,1
1.0,1300.0,2,H5494,V,N,O,6,30133,R,1
1.0,150.0,2,H5863,V,V,V,   .,30133,U,0
1.0,150.0,2,H5864,V,V,V,   .,30133,U,0
1.0,550.0,2,H5871,V,V,V,   .,30133,U,0
1.0,550.0,2,H5872,V,V,V,   .,30133,U,0
1.0,440.0,2,H6298,V,N,O,2,30133,R,0
1.0,265.0,2,H6299,V,N,O,2,30133,R,0
1.0,3720.0,2,H6301,V,N,O,5,30133,R,1
1.0,427.0,2,H6601,V,N,O,3,30133,R,0
1.0,427.0,2,H6602,V,N,O,3,30133,R,0
1.0,400.0,2,H15922,V,N,O,2,30189,R,0
